Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
D8GM18	unreviewed	D8GM18_CLOLD	citD CLJU_c25340 CLJU_c30490		cytoplasm [GO:0005737]; lyase activity [GO:0016829]	748727
D8GM19	unreviewed	D8GM19_CLOLD	citC1 CLJU_c25350	6.2.1.22	[citrate (pro-3S)-lyase] ligase activity [GO:0008771]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; ATP binding [GO:0005524]; lyase activity [GO:0016829]; biosynthetic process [GO:0009058]	748727
D8GM20	unreviewed	D8GM20_CLOLD	CLJU_c25360	1.1.1.40	malate dehydrogenase (decarboxylating) (NADP+) activity [GO:0004473]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]	748727
D8GM21	unreviewed	D8GM21_CLOLD	citG CLJU_c25370	2.4.2.52	ATP binding [GO:0005524]; glycosyltransferase activity [GO:0016757]; triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917]; prosthetic group biosynthetic process [GO:0051191]	748727
D8GM25	unreviewed	D8GM25_CLOLD	CLJU_c25410	3.5.99.2	thiaminase activity [GO:0050334]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	748727
D8GM32	unreviewed	D8GM32_CLOLD	asrB2 CLJU_c25480	1.8.1.2	2 iron, 2 sulfur cluster binding [GO:0051537]; flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; sulfite reductase (NADPH) activity [GO:0004783]; pyrimidine nucleotide biosynthetic process [GO:0006221]	748727
D8GM34	unreviewed	D8GM34_CLOLD	pheA1 CLJU_c25500	4.2.1.51	cytoplasm [GO:0005737]; prephenate dehydratase activity [GO:0004664]; L-phenylalanine biosynthetic process [GO:0009094]	748727
D8GM40	unreviewed	D8GM40_CLOLD	CLJU_c25560	2.7.13.3	membrane [GO:0016020]; kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]	748727
D8GM51	unreviewed	D8GM51_CLOLD	CLJU_c25670	2.7.13.3	plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to phosphate starvation [GO:0016036]	748727
D8GM56	unreviewed	D8GM56_CLOLD	CLJU_c25720		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GM57	unreviewed	D8GM57_CLOLD	CLJU_c25730		membrane [GO:0016020]; CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]; phosphatidylglycerol biosynthetic process [GO:0006655]	748727
D8GM59	unreviewed	D8GM59_CLOLD	CLJU_c25750		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GM60	unreviewed	D8GM60_CLOLD	CLJU_c25760	2.7.13.3	plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to phosphate starvation [GO:0016036]	748727
D8GM88	unreviewed	D8GM88_CLOLD	maeB CLJU_c04160	1.1.1.40	malate dehydrogenase (decarboxylating) (NADP+) activity [GO:0004473]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]	748727
D8GMB1	unreviewed	D8GMB1_CLOLD	CLJU_c04390		membrane [GO:0016020]; periplasmic space [GO:0042597]; transmembrane transporter activity [GO:0022857]	748727
D8GMB5	unreviewed	D8GMB5_CLOLD	CLJU_c04430	2.7.13.3	plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to phosphate starvation [GO:0016036]	748727
D8GMB6	unreviewed	D8GMB6_CLOLD	CLJU_c04440		cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GMC2	unreviewed	D8GMC2_CLOLD	amj CLJU_c04500		plasma membrane [GO:0005886]; lipid-linked peptidoglycan transporter activity [GO:0015648]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	748727
D8GMC3	unreviewed	D8GMC3_CLOLD	galU1 CLJU_c04510	2.7.7.9	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]; biosynthetic process [GO:0009058]; UDP-glucose metabolic process [GO:0006011]	748727
D8GMC4	unreviewed	D8GMC4_CLOLD	CLJU_c04520		plasma membrane [GO:0005886]; hexosyltransferase activity [GO:0016758]; pentosyltransferase activity [GO:0016763]; lipopolysaccharide biosynthetic process [GO:0009103]	748727
D8GMD1	unreviewed	D8GMD1_CLOLD	CLJU_c04590		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GMG5	unreviewed	D8GMG5_CLOLD	nifD1 CLJU_c04930	1.18.6.1	molybdenum-iron nitrogenase complex [GO:0016612]; ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]	748727
D8GMG7	unreviewed	D8GMG7_CLOLD	nifE CLJU_c04950		nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]	748727
D8GMG8	unreviewed	D8GMG8_CLOLD	nifK CLJU_c04960		4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]	748727
D8GMH3	unreviewed	D8GMH3_CLOLD	CLJU_c05010		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GMH8	unreviewed	D8GMH8_CLOLD	CLJU_c05060		efflux pump complex [GO:1990281]; efflux transmembrane transporter activity [GO:0015562]; porin activity [GO:0015288]	748727
D8GMH9	unreviewed	D8GMH9_CLOLD	CLJU_c05070		efflux pump complex [GO:1990281]; efflux transmembrane transporter activity [GO:0015562]; porin activity [GO:0015288]	748727
D8GMI7	unreviewed	D8GMI7_CLOLD	capC CLJU_c05150	3.1.3.48	manganese ion binding [GO:0030145]; protein tyrosine phosphatase activity [GO:0004725]	748727
D8GMI8	unreviewed	D8GMI8_CLOLD	CLJU_c05160	2.7.10.2	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; extracellular polysaccharide biosynthetic process [GO:0045226]	748727
D8GMK3	unreviewed	D8GMK3_CLOLD	CLJU_c05310	2.7.7.13	GTP binding [GO:0005525]; isomerase activity [GO:0016853]; mannose-1-phosphate guanylyltransferase (GTP) activity [GO:0004475]; GDP-mannose biosynthetic process [GO:0009298]; polysaccharide biosynthetic process [GO:0000271]	748727
D8GMK4	unreviewed	D8GMK4_CLOLD	rfbB1 CLJU_c05320	4.2.1.46	dTDP-glucose 4,6-dehydratase activity [GO:0008460]; nucleotide-sugar metabolic process [GO:0009225]	748727
D8GMK5	unreviewed	D8GMK5_CLOLD	rfbA1 CLJU_c05330	2.7.7.24	glucose-1-phosphate thymidylyltransferase activity [GO:0008879]; metal ion binding [GO:0046872]; extracellular polysaccharide biosynthetic process [GO:0045226]	748727
D8GMK6	unreviewed	D8GMK6_CLOLD	rfbD1 CLJU_c05340	1.1.1.133	dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]	748727
D8GMM5	unreviewed	D8GMM5_CLOLD	CLJU_c26050	2.7.1.202	plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	748727
D8GMN2	unreviewed	D8GMN2_CLOLD	adeC ade CLJU_c26120	3.5.4.2	adenine deaminase activity [GO:0000034]; adenine catabolic process [GO:0006146]	748727
D8GMQ9	unreviewed	D8GMQ9_CLOLD	greA1 greA CLJU_c26390		DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; translation elongation factor activity [GO:0003746]; regulation of DNA-templated transcription elongation [GO:0032784]	748727
D8GMS7	unreviewed	D8GMS7_CLOLD	CLJU_c26570	1.1.1.6	glycerol dehydrogenase (NAD+) activity [GO:0008888]; metal ion binding [GO:0046872]	748727
D8GMT4	unreviewed	D8GMT4_CLOLD	rnz CLJU_c26640	3.1.26.11	3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270]	748727
D8GMU2	unreviewed	D8GMU2_CLOLD	asnB CLJU_c26720	6.3.5.4	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541]	748727
D8GMW5	unreviewed	D8GMW5_CLOLD	CLJU_c26950	2.7.7.87	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; tRNA binding [GO:0000049]; regulation of translational fidelity [GO:0006450]; tRNA processing [GO:0008033]	748727
D8GMX5	unreviewed	D8GMX5_CLOLD	CLJU_c27050		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GMY1	unreviewed	D8GMY1_CLOLD	CLJU_c27110		plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]; response to antibiotic [GO:0046677]	748727
D8GMY7	unreviewed	D8GMY7_CLOLD	CLJU_c27170		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GMY8	unreviewed	D8GMY8_CLOLD	CLJU_c27180	2.7.13.3	plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to phosphate starvation [GO:0016036]	748727
D8GN01	unreviewed	D8GN01_CLOLD	CLJU_c27320		cytoplasm [GO:0005737]; protein-disulfide reductase activity [GO:0015035]	748727
D8GN02	unreviewed	D8GN02_CLOLD	CLJU_c27330	1.8.1.9	cytoplasm [GO:0005737]; thioredoxin-disulfide reductase (NADPH) activity [GO:0004791]; removal of superoxide radicals [GO:0019430]	748727
D8GN12	unreviewed	D8GN12_CLOLD	CLJU_c05540	2.7.7.13	GTP binding [GO:0005525]; isomerase activity [GO:0016853]; mannose-1-phosphate guanylyltransferase (GTP) activity [GO:0004475]; GDP-mannose biosynthetic process [GO:0009298]; polysaccharide biosynthetic process [GO:0000271]	748727
D8GN13	unreviewed	D8GN13_CLOLD	rfbB2 CLJU_c05550	4.2.1.46	dTDP-glucose 4,6-dehydratase activity [GO:0008460]; nucleotide-sugar metabolic process [GO:0009225]	748727
D8GN14	unreviewed	D8GN14_CLOLD	rfbA2 CLJU_c05560	2.7.7.24	glucose-1-phosphate thymidylyltransferase activity [GO:0008879]; metal ion binding [GO:0046872]; extracellular polysaccharide biosynthetic process [GO:0045226]	748727
D8GN15	unreviewed	D8GN15_CLOLD	rfbD2 CLJU_c05570	1.1.1.133	cytosol [GO:0005829]; dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]	748727
D8GN53	unreviewed	D8GN53_CLOLD	CLJU_c05950		membrane [GO:0016020]; periplasmic space [GO:0042597]; transmembrane transporter activity [GO:0022857]	748727
D8GN56	unreviewed	D8GN56_CLOLD	CLJU_c05980	3.4.21.89	plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; signal peptide processing [GO:0006465]	748727
D8GN57	unreviewed	D8GN57_CLOLD	proB CLJU_c05990	2.7.2.11	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; L-proline biosynthetic process [GO:0055129]	748727
D8GN60	unreviewed	D8GN60_CLOLD	pbp CLJU_c06020		membrane [GO:0016020]; penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; cell wall organization [GO:0071555]; response to antibiotic [GO:0046677]	748727
D8GN64	unreviewed	D8GN64_CLOLD	mntP CLJU_c06060		plasma membrane [GO:0005886]; manganese ion transmembrane transporter activity [GO:0005384]	748727
D8GN69	unreviewed	D8GN69_CLOLD	ftsH1 CLJU_c06110	3.4.24.-	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; cell division [GO:0051301]; proteolysis [GO:0006508]	748727
D8GN75	unreviewed	D8GN75_CLOLD	clpB CLJU_c06170		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein refolding [GO:0042026]; response to heat [GO:0009408]	748727
D8GN86	unreviewed	D8GN86_CLOLD	folP CLJU_c06340	2.5.1.15	cytosol [GO:0005829]; dihydropteroate synthase activity [GO:0004156]; metal ion binding [GO:0046872]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	748727
D8GN87	unreviewed	D8GN87_CLOLD	folE CLJU_c06350	3.5.4.16	GTP binding [GO:0005525]; GTP cyclohydrolase I activity [GO:0003934]; zinc ion binding [GO:0008270]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	748727
D8GNA2	unreviewed	D8GNA2_CLOLD	CLJU_c06500	2.7.13.3	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]	748727
D8GNA3	unreviewed	D8GNA3_CLOLD	CLJU_c06510		cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GNA6	unreviewed	D8GNA6_CLOLD	CLJU_c06600	2.3.1.51	membrane [GO:0016020]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; phosphatidic acid biosynthetic process [GO:0006654]	748727
D8GNA8	unreviewed	D8GNA8_CLOLD	CLJU_c06620		aconitate hydratase activity [GO:0003994]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; tricarboxylic acid cycle [GO:0006099]	748727
D8GNB7	unreviewed	D8GNB7_CLOLD	argH CLJU_c06710	4.3.2.1	cytoplasm [GO:0005737]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]	748727
D8GND0	unreviewed	D8GND0_CLOLD	CLJU_c06840	1.17.4.1	cobalamin binding [GO:0031419]; cobalt ion binding [GO:0050897]; nucleotide binding [GO:0000166]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; DNA biosynthetic process [GO:0071897]	748727
D8GNE4	unreviewed	D8GNE4_CLOLD	CLJU_c27520	2.7.13.3	membrane [GO:0016020]; kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]	748727
D8GNG1	unreviewed	D8GNG1_CLOLD	CLJU_c27700		cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; selenocysteine incorporation [GO:0001514]	748727
D8GNG4	unreviewed	D8GNG4_CLOLD	CLJU_c27730	2.8.1.7	cysteine desulfurase activity [GO:0031071]; selenocysteine lyase activity [GO:0009000]	748727
D8GNH1	unreviewed	D8GNH1_CLOLD	CLJU_c27800		cytoplasm [GO:0005737]; protein-disulfide reductase activity [GO:0015035]	748727
D8GNH2	unreviewed	D8GNH2_CLOLD	CLJU_c27810	1.8.1.9	cytoplasm [GO:0005737]; thioredoxin-disulfide reductase (NADPH) activity [GO:0004791]; removal of superoxide radicals [GO:0019430]	748727
D8GNJ1	unreviewed	D8GNJ1_CLOLD	CLJU_c28000		carbamate kinase activity [GO:0008804]; arginine metabolic process [GO:0006525]	748727
D8GNJ2	unreviewed	D8GNJ2_CLOLD	argF3 CLJU_c28010	2.1.3.3	cytoplasm [GO:0005737]; amino acid binding [GO:0016597]; ornithine carbamoyltransferase activity [GO:0004585]	748727
D8GNK4	unreviewed	D8GNK4_CLOLD	CLJU_c28130	4.2.1.40	glucarate dehydratase activity [GO:0008872]; magnesium ion binding [GO:0000287]; D-glucarate catabolic process [GO:0042838]	748727
D8GNK8	unreviewed	D8GNK8_CLOLD	CLJU_c28170	4.2.1.40	metal ion binding [GO:0046872]	748727
D8GNL4	unreviewed	D8GNL4_CLOLD	CLJU_c28230	4.1.3.3	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; N-acetylneuraminate lyase activity [GO:0008747]; N-acetylneuraminate catabolic process [GO:0019262]	748727
D8GNM8	unreviewed	D8GNM8_CLOLD	CLJU_c28400	5.6.2.4	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; isomerase activity [GO:0016853]; recombinational repair [GO:0000725]	748727
D8GNN4	unreviewed	D8GNN4_CLOLD	CLJU_c28490	2.7.13.3	membrane [GO:0016020]; kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]	748727
D8GNP4	unreviewed	D8GNP4_CLOLD	CLJU_c28590		ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; cobalt ion transport [GO:0006824]	748727
D8GNQ1	unreviewed	D8GNQ1_CLOLD	hyaB CLJU_c28660	1.12.7.2	ferredoxin hydrogenase activity [GO:0008901]; nickel cation binding [GO:0016151]	748727
D8GNQ2	unreviewed	D8GNQ2_CLOLD	hyaA CLJU_c28670	1.12.7.2	ferredoxin hydrogenase complex [GO:0009375]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ferredoxin hydrogenase activity [GO:0008901]; metal ion binding [GO:0046872]	748727
D8GNR3	unreviewed	D8GNR3_CLOLD	CLJU_c06890	7.2.2.10	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type calcium transporter activity [GO:0005388]	748727
D8GNR9	unreviewed	D8GNR9_CLOLD	CLJU_c06950		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GNS4	unreviewed	D8GNS4_CLOLD	moeA CLJU_c07000	2.10.1.1	cytosol [GO:0005829]; metal ion binding [GO:0046872]; molybdopterin molybdotransferase activity [GO:0061599]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	748727
D8GNT9	unreviewed	D8GNT9_CLOLD	hom1 CLJU_c07150	1.1.1.3	homoserine dehydrogenase activity [GO:0004412]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]	748727
D8GNU0	unreviewed	D8GNU0_CLOLD	thrB CLJU_c07160	2.7.1.39	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; homoserine kinase activity [GO:0004413]; threonine biosynthetic process [GO:0009088]	748727
D8GNU6	unreviewed	D8GNU6_CLOLD	mreB CLJU_c07220		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360]	748727
D8GNU7	unreviewed	D8GNU7_CLOLD	mreC CLJU_c07230		regulation of cell shape [GO:0008360]	748727
D8GNV0	unreviewed	D8GNV0_CLOLD	minC CLJU_c07260		cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; regulation of cell septum assembly [GO:1901891]	748727
D8GNV1	unreviewed	D8GNV1_CLOLD	minD CLJU_c07270		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GNV4	unreviewed	D8GNV4_CLOLD	mgsA CLJU_c07300	4.2.3.3	cytosol [GO:0005829]; methylglyoxal synthase activity [GO:0008929]; methylglyoxal biosynthetic process [GO:0019242]	748727
D8GNW0	unreviewed	D8GNW0_CLOLD	rplU CLJU_c07360		cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	748727
D8GNW4	unreviewed	D8GNW4_CLOLD	nadD CLJU_c07400	2.7.7.18	ATP binding [GO:0005524]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; NAD biosynthetic process [GO:0009435]	748727
D8GNW7	unreviewed	D8GNW7_CLOLD	rluD1 CLJU_c07430	5.4.99.-	catalytic activity, acting on RNA [GO:0140098]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]; RNA processing [GO:0006396]	748727
D8GNX1	unreviewed	D8GNX1_CLOLD	selA CLJU_c07470	2.9.1.1	cytoplasm [GO:0005737]; L-seryl-tRNA(Sec) selenium transferase activity [GO:0004125]; selenocysteine incorporation [GO:0001514]	748727
D8GNX2	unreviewed	D8GNX2_CLOLD	CLJU_c07480		cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; selenocysteine incorporation [GO:0001514]	748727
D8GNZ2	unreviewed	D8GNZ2_CLOLD	CLJU_c07700		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GNZ3	unreviewed	D8GNZ3_CLOLD	CLJU_c07710	2.7.13.3	plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to phosphate starvation [GO:0016036]	748727
D8GNZ7	unreviewed	D8GNZ7_CLOLD	CLJU_c07750		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GP04	unreviewed	D8GP04_CLOLD	CLJU_c07820		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GP12	unreviewed	D8GP12_CLOLD	rpsT CLJU_c07900		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	748727
D8GP16	unreviewed	D8GP16_CLOLD	lepA CLJU_c07940	3.6.5.n1	plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; positive regulation of translation [GO:0045727]	748727
D8GP17	unreviewed	D8GP17_CLOLD	hemN CLJU_c07950		cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]	748727
D8GP19	unreviewed	D8GP19_CLOLD	grpE CLJU_c07970		cytoplasm [GO:0005737]; adenyl-nucleotide exchange factor activity [GO:0000774]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; protein folding [GO:0006457]	748727
D8GP20	unreviewed	D8GP20_CLOLD	dnaK CLJU_c07980		ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	748727
D8GP22	unreviewed	D8GP22_CLOLD	prmA CLJU_c08000	2.1.1.-	cytoplasm [GO:0005737]; ribosome [GO:0005840]; histone methyltransferase activity [GO:0042054]; methylation [GO:0032259]	748727
D8GP23	unreviewed	D8GP23_CLOLD	CLJU_c08010	2.1.1.193	cytoplasm [GO:0005737]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; rRNA processing [GO:0006364]	748727
D8GP26	unreviewed	D8GP26_CLOLD	rpsU CLJU_c08040		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	748727
D8GP30	unreviewed	D8GP30_CLOLD	ybeY CLJU_c08080	3.1.-.-	cytoplasm [GO:0005737]; metalloendopeptidase activity [GO:0004222]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270]; rRNA processing [GO:0006364]	748727
D8GP31	unreviewed	D8GP31_CLOLD	CLJU_c08090	2.7.1.107	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; metal ion binding [GO:0046872]; phospholipid biosynthetic process [GO:0008654]	748727
D8GP32	unreviewed	D8GP32_CLOLD	era CLJU_c08100		cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small ribosomal subunit rRNA binding [GO:0070181]; ribosomal small subunit biogenesis [GO:0042274]	748727
D8GP33	unreviewed	D8GP33_CLOLD	recO CLJU_c08110		DNA recombination [GO:0006310]; DNA repair [GO:0006281]	748727
D8GP36	unreviewed	D8GP36_CLOLD	ppdK CLJU_c08140	2.7.9.1	ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; pyruvate, phosphate dikinase activity [GO:0050242]; pyruvate metabolic process [GO:0006090]	748727
D8GP43	unreviewed	D8GP43_CLOLD	dnaG CLJU_c08210	2.7.7.101	DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077]; DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]	748727
D8GP52	unreviewed	D8GP52_CLOLD	CLJU_c28820		cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; negative regulation of cell division [GO:0051782]; phosphorelay signal transduction system [GO:0000160]	748727
D8GP74	unreviewed	D8GP74_CLOLD	cls2 CLJU_c29040	2.7.8.-	plasma membrane [GO:0005886]; cardiolipin synthase activity [GO:0008808]; cardiolipin biosynthetic process [GO:0032049]	748727
D8GP75	unreviewed	D8GP75_CLOLD	fbp CLJU_c29050	3.1.3.11	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; gluconeogenesis [GO:0006094]	748727
D8GP77	unreviewed	D8GP77_CLOLD	CLJU_c29070	7.2.2.21	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; P-type cadmium transporter activity [GO:0008551]	748727
D8GP79	unreviewed	D8GP79_CLOLD	CLJU_c29090		membrane [GO:0016020]; transferase activity [GO:0016740]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	748727
D8GPA4	unreviewed	D8GPA4_CLOLD	CLJU_c29340	1.2.7.1	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; pyruvate synthase activity [GO:0019164]; electron transport chain [GO:0022900]	748727
D8GPD0	unreviewed	D8GPD0_CLOLD	CLJU_c29600		cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	748727
